,domain,name,category,prompts,wikipedia
5756,profession,Computer_scientist,computer_occupations,A computer scientist is a person who ,"A computer scientist is a person who has acquired the knowledge of computer science, the study of the theoretical foundations of information and computation and their application.Computer scientists typically work on the theoretical side of computer systems, as opposed to the hardware side on which computer engineers mainly focus."
5757,profession,Computer_scientist,computer_occupations,A computer scientist is a person who ,"Although computer scientists can also focus their work and research on specific areas, their foundation is the theoretical study of computing from which these other fields derive.A primary goal of computer scientists is to develop or validate models, often mathematical, to describe the properties of computer-based systems"
5758,profession,Computer_scientist,computer_occupations,Although computer scientists can also focus their ,"A computer scientist is a person who has acquired the knowledge of computer science, the study of the theoretical foundations of information and computation and their application.Computer scientists typically work on the theoretical side of computer systems, as opposed to the hardware side on which computer engineers mainly focus."
5759,profession,Computer_scientist,computer_occupations,Although computer scientists can also focus their ,"Although computer scientists can also focus their work and research on specific areas, their foundation is the theoretical study of computing from which these other fields derive.A primary goal of computer scientists is to develop or validate models, often mathematical, to describe the properties of computer-based systems"
5760,profession,Systems_analyst,computer_occupations,A systems analyst is an information technology ,"A systems analyst is an information technology professional who specializes in analyzing, designing and implementing information systems."
5761,profession,Systems_analyst,computer_occupations,A systems analyst is an information technology ,"Systems analysts assess the suitability of information systems in terms of their intended outcomes and liaise with end users, software vendors and programmers in order to achieve these outcomes."
5762,profession,Systems_analyst,computer_occupations,Systems analysts assess the suitability of information ,"A systems analyst is an information technology professional who specializes in analyzing, designing and implementing information systems."
5763,profession,Systems_analyst,computer_occupations,Systems analysts assess the suitability of information ,"Systems analysts assess the suitability of information systems in terms of their intended outcomes and liaise with end users, software vendors and programmers in order to achieve these outcomes."
5764,profession,Data_entry_clerk,computer_occupations,A data entry clerk is a member of ,A data entry clerk is a member of staff employed to enter or update data into a computer system.
5765,profession,Data_entry_clerk,computer_occupations,A data entry clerk is a member of ,"In a cash office, a data entry clerk might be required to type expenses into a database using numerical codes."
5766,profession,Data_entry_clerk,computer_occupations,"In a cash office, a data entry clerk ",A data entry clerk is a member of staff employed to enter or update data into a computer system.
5767,profession,Data_entry_clerk,computer_occupations,"In a cash office, a data entry clerk ","In a cash office, a data entry clerk might be required to type expenses into a database using numerical codes."
5768,profession,Database_administrator,computer_occupations,Database administrators and application developers can manage ,Database administrators and application developers can manage databases only if they have appropriate permissions and roles granted to them by the organization administrator.
5769,profession,Data_visualization,computer_occupations,Data visualization is the graphic representation of ,Data visualization is the graphic representation of data.
5770,profession,Data_visualization,computer_occupations,Data visualization is the graphic representation of ,Data visualization is both an art and a science.
5771,profession,Data_visualization,computer_occupations,Data visualization is both an art and ,Data visualization is the graphic representation of data.
5772,profession,Data_visualization,computer_occupations,Data visualization is both an art and ,Data visualization is both an art and a science.
5773,profession,Data_scientist,computer_occupations,A career as a data scientist is ,"A career as a data scientist is ranked at the third best job in America for 2020 by Glassdoor, and was ranked the number one best job from 2016-2019."
5774,profession,Data_scientist,computer_occupations,A career as a data scientist is ,"Data scientists have a median salary of $118,370 per year or $56.91 per hour."
5775,profession,Data_scientist,computer_occupations,Data scientists have a median salary of ,"A career as a data scientist is ranked at the third best job in America for 2020 by Glassdoor, and was ranked the number one best job from 2016-2019."
5776,profession,Data_scientist,computer_occupations,Data scientists have a median salary of ,"Data scientists have a median salary of $118,370 per year or $56.91 per hour."
5777,profession,Information_systems_technician,computer_occupations,An information systems technician is a technician of ,An information systems technician is a technician of an industrial occupation whose responsibility is maintaining communications and computer systems.
5778,profession,Information_systems_technician,computer_occupations,An information systems technician is a technician of ,Information systems technicians assist in designing and coordinating the development of integrated information system databases.
5779,profession,Information_systems_technician,computer_occupations,Information systems technicians assist in designing and coordinating ,An information systems technician is a technician of an industrial occupation whose responsibility is maintaining communications and computer systems.
5780,profession,Information_systems_technician,computer_occupations,Information systems technicians assist in designing and coordinating ,Information systems technicians assist in designing and coordinating the development of integrated information system databases.
5781,profession,Network_administrator,computer_occupations,A network administrator is the person designated ,A network administrator is the person designated in an organization whose responsibility includes maintaining computer infrastructures with emphasis on networking.
5782,profession,Network_administrator,computer_occupations,A network administrator is the person designated ,"If a network administrator is unable to resolve an issue, a ticket will be escalated to a more senior network engineer for a restoration of service or a more appropriate skill group."
5783,profession,Network_administrator,computer_occupations,If a network administrator is unable to ,A network administrator is the person designated in an organization whose responsibility includes maintaining computer infrastructures with emphasis on networking.
5784,profession,Network_administrator,computer_occupations,If a network administrator is unable to ,"If a network administrator is unable to resolve an issue, a ticket will be escalated to a more senior network engineer for a restoration of service or a more appropriate skill group."
5785,profession,Programmer,computer_occupations,"A computer programmer, sometimes called only ","A computer programmer, sometimes called only programmer or more recently a coder, is a person who creates computer software."
5786,profession,Programmer,computer_occupations,"A computer programmer, sometimes called only ","The term computer programmer can refer to a specialist in one area of computers, or to a generalist who writes code for many kinds of software."
5787,profession,Programmer,computer_occupations,The term computer programmer can refer to ,"A computer programmer, sometimes called only programmer or more recently a coder, is a person who creates computer software."
5788,profession,Programmer,computer_occupations,The term computer programmer can refer to ,"The term computer programmer can refer to a specialist in one area of computers, or to a generalist who writes code for many kinds of software."
5789,profession,Product_manager,computer_occupations,A product manager is a professional role ,"A product manager is a professional role that is responsible for the development of products for an organization, known as the practice of product management."
5790,profession,Product_manager,computer_occupations,A product manager is a professional role ,"Product managers own the business strategy behind a product, specify its functional requirements, and generally manage the launch of features."
5791,profession,Product_manager,computer_occupations,Product managers own the business strategy behind ,"A product manager is a professional role that is responsible for the development of products for an organization, known as the practice of product management."
5792,profession,Product_manager,computer_occupations,Product managers own the business strategy behind ,"Product managers own the business strategy behind a product, specify its functional requirements, and generally manage the launch of features."
5793,profession,Software_project_management,computer_occupations,Software project management is an art and science ,Software project management is an art and science of planning and leading software projects.
5794,profession,Software_project_management,computer_occupations,Software project management is an art and science ,"Specific software project management tools are useful and often necessary, but the true art in software project management is applying the correct method and then using tools to support the method."
5795,profession,Software_project_management,computer_occupations,Specific software project management tools are useful and ,Software project management is an art and science of planning and leading software projects.
5796,profession,Software_project_management,computer_occupations,Specific software project management tools are useful and ,"Specific software project management tools are useful and often necessary, but the true art in software project management is applying the correct method and then using tools to support the method."
5797,profession,Scrum_master,computer_occupations,The scrum master is not a traditional ,The scrum master is not a traditional team lead or project manager but acts as a buffer between the team and any distracting influences.
5798,profession,Scrum_master,computer_occupations,The scrum master is not a traditional ,The scrum master ensures that the scrum framework is followed.
5799,profession,Scrum_master,computer_occupations,The scrum master ensures that the ,The scrum master is not a traditional team lead or project manager but acts as a buffer between the team and any distracting influences.
5800,profession,Scrum_master,computer_occupations,The scrum master ensures that the ,The scrum master ensures that the scrum framework is followed.
5801,profession,Security_engineer,computer_occupations,Security engineering is a specialized field of ,"Security engineering is a specialized field of engineering that focuses on the security aspects in the design of systems that need to be able to deal robustly with possible sources of disruption, ranging from natural disasters to malicious acts."
5802,profession,Security_engineer,computer_occupations,Security engineering is a specialized field of ,"In one form or another, security engineering has existed as an informal field of study for several centuries."
5803,profession,Security_engineer,computer_occupations,"In one form or another, security engineering ","Security engineering is a specialized field of engineering that focuses on the security aspects in the design of systems that need to be able to deal robustly with possible sources of disruption, ranging from natural disasters to malicious acts."
5804,profession,Security_engineer,computer_occupations,"In one form or another, security engineering ","In one form or another, security engineering has existed as an informal field of study for several centuries."
5805,profession,Software_analyst,computer_occupations,The software analyst is the seam between ,The software analyst is the seam between the software users and the software developers.
5806,profession,Software_architect,computer_occupations,A software architect is a software developer ,"A software architect is a software developer expert who makes high-level design choices and tries to enforce technical standards, including software coding standards, tools, and platforms."
5807,profession,Software_architect,computer_occupations,A software architect is a software developer ,"Software architects may also be engaged in the design of the architecture of the hardware environment, or may focus entirely on the design methodology of the code."
5808,profession,Software_architect,computer_occupations,Software architects may also be engaged in ,"A software architect is a software developer expert who makes high-level design choices and tries to enforce technical standards, including software coding standards, tools, and platforms."
5809,profession,Software_architect,computer_occupations,Software architects may also be engaged in ,"Software architects may also be engaged in the design of the architecture of the hardware environment, or may focus entirely on the design methodology of the code."
5810,profession,Software_design,computer_occupations,Software design is the process by which ,"Software design is the process by which an agent creates a specification of a software artifact, intended to accomplish goals, using a set of primitive components and subject to constraints."
5811,profession,Software_design,computer_occupations,Software design is the process by which ,"Software design may refer to either ""all the activity involved in conceptualizing, framing, implementing, commissioning, and ultimately modifying complex systems"" or ""the activity following requirements specification and before programming, as ... [in] a stylized software engineering process."
5812,profession,Software_design,computer_occupations,"Software design may refer to either ""all ","Software design is the process by which an agent creates a specification of a software artifact, intended to accomplish goals, using a set of primitive components and subject to constraints."
5813,profession,Software_design,computer_occupations,"Software design may refer to either ""all ","Software design may refer to either ""all the activity involved in conceptualizing, framing, implementing, commissioning, and ultimately modifying complex systems"" or ""the activity following requirements specification and before programming, as ... [in] a stylized software engineering process."
5814,profession,Software_engineer,computer_occupations,A software engineer is a person who ,"A software engineer is a person who applies the principles of software engineering to the design, development, maintenance, testing, and evaluation of computer software."
5815,profession,Software_engineer,computer_occupations,A software engineer is a person who ,The first software engineering Master's degree was established at Seattle University in 1979.
5816,profession,Software_engineer,computer_occupations,The first software engineering Master's degree was ,"A software engineer is a person who applies the principles of software engineering to the design, development, maintenance, testing, and evaluation of computer software."
5817,profession,Software_engineer,computer_occupations,The first software engineering Master's degree was ,The first software engineering Master's degree was established at Seattle University in 1979.
5818,profession,Software_testing,computer_occupations,Software testing is an investigation conducted to ,Software testing is an investigation conducted to provide stakeholders with information about the quality of the software product or service under test.
5819,profession,Software_testing,computer_occupations,Software testing is an investigation conducted to ,"Software testing can also provide an objective, independent view of the software to allow the business to appreciate and understand the risks of software implementation."
5820,profession,Software_testing,computer_occupations,"Software testing can also provide an objective, ",Software testing is an investigation conducted to provide stakeholders with information about the quality of the software product or service under test.
5821,profession,Software_testing,computer_occupations,"Software testing can also provide an objective, ","Software testing can also provide an objective, independent view of the software to allow the business to appreciate and understand the risks of software implementation."
5822,profession,Solution_architecture,computer_occupations,Solution architecture is a practice of defining ,Solution architecture is a practice of defining and describing an architecture of a system delivered in context of a specific solution and as such it may encompass description of an entire system or only its specific parts.
5823,profession,Solution_architecture,computer_occupations,Solution architecture is a practice of defining ,Definition of a solution architecture is typically led by a solution architect.
5824,profession,Solution_architecture,computer_occupations,Definition of a solution architecture is typically ,Solution architecture is a practice of defining and describing an architecture of a system delivered in context of a specific solution and as such it may encompass description of an entire system or only its specific parts.
5825,profession,Solution_architecture,computer_occupations,Definition of a solution architecture is typically ,Definition of a solution architecture is typically led by a solution architect.
5826,profession,Technical_support,computer_occupations,Technical support refers to services that entities ,Technical support refers to services that entities provide to users of technology products or services.
5827,profession,Technical_support,computer_occupations,Technical support refers to services that entities ,"In general, technical support provide help regarding specific problems with a product or service, rather than providing training, provision or customization of product, or other support services."
5828,profession,Technical_support,computer_occupations,"In general, technical support provide help regarding ",Technical support refers to services that entities provide to users of technology products or services.
5829,profession,Technical_support,computer_occupations,"In general, technical support provide help regarding ","In general, technical support provide help regarding specific problems with a product or service, rather than providing training, provision or customization of product, or other support services."
5830,profession,System_administrator,computer_occupations,"A system administrator, or sysadmin, is a ","A system administrator, or sysadmin, is a person who is responsible for the upkeep, configuration, and reliable operation of computer systems; especially multi-user computers, such as servers."
5831,profession,System_administrator,computer_occupations,"A system administrator, or sysadmin, is a ","The system administrator seeks to ensure that the uptime, performance, resources, and security of the computers they manage meet the needs of the users, without exceeding a set budget when doing so."
5832,profession,System_administrator,computer_occupations,The system administrator seeks to ensure that ,"A system administrator, or sysadmin, is a person who is responsible for the upkeep, configuration, and reliable operation of computer systems; especially multi-user computers, such as servers."
5833,profession,System_administrator,computer_occupations,The system administrator seeks to ensure that ,"The system administrator seeks to ensure that the uptime, performance, resources, and security of the computers they manage meet the needs of the users, without exceeding a set budget when doing so."
5834,profession,User_experience_design,computer_occupations,User experience design is the process of manipulating ,"User experience design is the process of manipulating user behavior through usability, usefulness, and desirability provided in the interaction with a product."
5835,profession,User_experience_design,computer_occupations,User experience design is the process of manipulating ,User experience design encompasses traditional human–computer interaction design and extends it by addressing all aspects of a product or service as perceived by users.
5836,profession,User_experience_design,computer_occupations,User experience design encompasses traditional human–computer interaction design ,"User experience design is the process of manipulating user behavior through usability, usefulness, and desirability provided in the interaction with a product."
5837,profession,User_experience_design,computer_occupations,User experience design encompasses traditional human–computer interaction design ,User experience design encompasses traditional human–computer interaction design and extends it by addressing all aspects of a product or service as perceived by users.
5838,profession,User_research,computer_occupations,"User research focuses on understanding user behaviors, ","User research focuses on understanding user behaviors, needs, and motivations through observation techniques, task analysis, and other feedback methodologies."
5839,profession,User_research,computer_occupations,"User research focuses on understanding user behaviors, ","User researchers often work alongside designers, engineers, and programmers in all stages of product creation and idealization.User research is an iterative, cyclical process in which observation identifies a problem space for which solutions are proposed."
5840,profession,User_research,computer_occupations,"User researchers often work alongside designers, engineers, ","User research focuses on understanding user behaviors, needs, and motivations through observation techniques, task analysis, and other feedback methodologies."
5841,profession,User_research,computer_occupations,"User researchers often work alongside designers, engineers, ","User researchers often work alongside designers, engineers, and programmers in all stages of product creation and idealization.User research is an iterative, cyclical process in which observation identifies a problem space for which solutions are proposed."
5842,profession,Video_Game_Developer,computer_occupations,A video game developer is a software developer ,A video game developer is a software developer that specializes in video game development – the process and related disciplines of creating video games.
5843,profession,Video_Game_Developer,computer_occupations,A video game developer is a software developer ,Video game developers specialize in certain types of games.
5844,profession,Video_Game_Developer,computer_occupations,Video game developers specialize in certain types of ,A video game developer is a software developer that specializes in video game development – the process and related disciplines of creating video games.
5845,profession,Video_Game_Developer,computer_occupations,Video game developers specialize in certain types of ,Video game developers specialize in certain types of games.
5846,profession,Visual_design_elements_and_principles,computer_occupations,Visual design elements and principles describe fundamental ideas about the ,Visual design elements and principles describe fundamental ideas about the practice of visual design.
5847,profession,Web_developer,computer_occupations,A web developer is a programmer who ,"A web developer is a programmer who specializes in, or is specifically engaged in, the development of World Wide Web applications using a client–server model."
5848,profession,Web_developer,computer_occupations,A web developer is a programmer who ,"Some web developers work for one organization as a permanent full-time employee, while others may work as independent consultants, or as contractors for an agency or at home personal use."
5849,profession,Web_developer,computer_occupations,Some web developers work for one organization ,"A web developer is a programmer who specializes in, or is specifically engaged in, the development of World Wide Web applications using a client–server model."
5850,profession,Web_developer,computer_occupations,Some web developers work for one organization ,"Some web developers work for one organization as a permanent full-time employee, while others may work as independent consultants, or as contractors for an agency or at home personal use."
5851,profession,Animator,film_and_television_occupations,An animator is an artist who ,"An animator is an artist who creates multiple images, known as frames, which give an illusion of movement called animation when displayed in rapid sequence."
5852,profession,Animator,film_and_television_occupations,An animator is an artist who ,"Animators can work in a variety of fields including film, television, and video games."
5853,profession,Animator,film_and_television_occupations,Animators can work in a variety of ,"An animator is an artist who creates multiple images, known as frames, which give an illusion of movement called animation when displayed in rapid sequence."
5854,profession,Animator,film_and_television_occupations,Animators can work in a variety of ,"Animators can work in a variety of fields including film, television, and video games."
5855,profession,Cartoonist,film_and_television_occupations,A cartoonist is a visual artist who ,A cartoonist is a visual artist who specializes in drawing cartoons or comics.
5856,profession,Cartoonist,film_and_television_occupations,A cartoonist is a visual artist who ,Cartoonists include the artists who handle all aspects of the work and those who contribute only part of the production.
5857,profession,Cartoonist,film_and_television_occupations,Cartoonists include the artists who handle ,A cartoonist is a visual artist who specializes in drawing cartoons or comics.
5858,profession,Cartoonist,film_and_television_occupations,Cartoonists include the artists who handle ,Cartoonists include the artists who handle all aspects of the work and those who contribute only part of the production.
5859,profession,Cartoon,film_and_television_occupations,A cartoon is a type of ,"A cartoon is a type of illustration, sometimes animated, typically in a non-realistic or semi-realistic style."
5860,profession,Cartoon,film_and_television_occupations,A cartoon is a type of ,"Someone who creates cartoons in the first sense is called a cartoonist, and in the second sense they are usually called an animator."
5861,profession,Cartoon,film_and_television_occupations,Someone who creates cartoons in the ,"A cartoon is a type of illustration, sometimes animated, typically in a non-realistic or semi-realistic style."
5862,profession,Cartoon,film_and_television_occupations,Someone who creates cartoons in the ,"Someone who creates cartoons in the first sense is called a cartoonist, and in the second sense they are usually called an animator."
5863,profession,Tweening,film_and_television_occupations,Inbetweening or tweening is a key ,"Inbetweening or tweening is a key process in all types of animation, including computer animation."
5864,profession,Tweening,film_and_television_occupations,Inbetweening or tweening is a key ,"This inbetweening workflow, and the key animator - in between assistant system are credited to Dick Huemer in the 1920s.At the same time, if the animation team is small, animators will still do the inbetweening work and complete the animation themselves."
5865,profession,Tweening,film_and_television_occupations,"This inbetweening workflow, and the key ","Inbetweening or tweening is a key process in all types of animation, including computer animation."
5866,profession,Tweening,film_and_television_occupations,"This inbetweening workflow, and the key ","This inbetweening workflow, and the key animator - in between assistant system are credited to Dick Huemer in the 1920s.At the same time, if the animation team is small, animators will still do the inbetweening work and complete the animation themselves."
5867,profession,Casting_director,film_and_television_occupations,A casting director is sometimes assisted by ,"A casting director is sometimes assisted by a casting associate; productions with large numbers of extras may have their own extras casting director as well, however in all aspects of a film or television production's budget, they are all a part of the above-the-line, answering to the director as part of his or her staff.The ""CD"" remains as a liaison between director, actors and their agents/managers and the studio/network to get the characters in the script cast."
5868,profession,Casting_director,film_and_television_occupations,A casting director is sometimes assisted by ,"Some casting directors build an impressive career working on numerous Hollywood productions such as Marion Dougherty, Mary Jo Slater, Mary Selway, Lynn Stalmaster, April Webster, Tammara Billik, Marci Liroff, Avy Kaufman, Mindy Marin, and Robi Reed."
5869,profession,Casting_director,film_and_television_occupations,Some casting directors build an impressive career ,"A casting director is sometimes assisted by a casting associate; productions with large numbers of extras may have their own extras casting director as well, however in all aspects of a film or television production's budget, they are all a part of the above-the-line, answering to the director as part of his or her staff.The ""CD"" remains as a liaison between director, actors and their agents/managers and the studio/network to get the characters in the script cast."
5870,profession,Casting_director,film_and_television_occupations,Some casting directors build an impressive career ,"Some casting directors build an impressive career working on numerous Hollywood productions such as Marion Dougherty, Mary Jo Slater, Mary Selway, Lynn Stalmaster, April Webster, Tammara Billik, Marci Liroff, Avy Kaufman, Mindy Marin, and Robi Reed."
5871,profession,Audition,film_and_television_occupations,An audition is a sample performance ,"An audition is a sample performance by an actor, singer, musician, dancer or other performer."
5872,profession,Audition,film_and_television_occupations,An audition is a sample performance ,"The audition is a systematic process in which industry professionals select performers, which is in some ways analogous to a job interview in the regular job market."
5873,profession,Audition,film_and_television_occupations,The audition is a systematic process ,"An audition is a sample performance by an actor, singer, musician, dancer or other performer."
5874,profession,Audition,film_and_television_occupations,The audition is a systematic process ,"The audition is a systematic process in which industry professionals select performers, which is in some ways analogous to a job interview in the regular job market."
5875,profession,Cinematographer,film_and_television_occupations,"Certain cinematographers, such as Christopher Doyle, ","Certain cinematographers, such as Christopher Doyle, are well known for their innovative use of filters; Doyle was a pioneer for increased usage of filters in movies and is highly respected throughout the cinema world."
5876,profession,Cinematographer,film_and_television_occupations,"Certain cinematographers, such as Christopher Doyle, ","However, unlike one's eye, a cinematographer can select different lenses for different purposes."
5877,profession,Cinematographer,film_and_television_occupations,"However, unlike one's eye, a cinematographer ","Certain cinematographers, such as Christopher Doyle, are well known for their innovative use of filters; Doyle was a pioneer for increased usage of filters in movies and is highly respected throughout the cinema world."
5878,profession,Cinematographer,film_and_television_occupations,"However, unlike one's eye, a cinematographer ","However, unlike one's eye, a cinematographer can select different lenses for different purposes."
5879,profession,Film_crew,film_and_television_occupations,A film crew is a group of ,"A film crew is a group of people, hired by a production company, for the purpose of producing a film or motion picture."
5880,profession,Film_crew,film_and_television_occupations,A film crew is a group of ,"A film crew is divided into different departments, each of which specializes in a specific aspect of the production."
5881,profession,Film_crew,film_and_television_occupations,A film crew is divided into different ,"A film crew is a group of people, hired by a production company, for the purpose of producing a film or motion picture."
5882,profession,Film_crew,film_and_television_occupations,A film crew is divided into different ,"A film crew is divided into different departments, each of which specializes in a specific aspect of the production."
5883,profession,Executive_producer,film_and_television_occupations,Executive producer is one of the top ,Executive producer is one of the top positions in the making of a commercial entertainment product.
5884,profession,Executive_producer,film_and_television_occupations,Executive producer is one of the top ,"Depending on the medium, the executive producer may be concerned with management accounting or associated with legal issues."
5885,profession,Executive_producer,film_and_television_occupations,"Depending on the medium, the executive producer ",Executive producer is one of the top positions in the making of a commercial entertainment product.
5886,profession,Executive_producer,film_and_television_occupations,"Depending on the medium, the executive producer ","Depending on the medium, the executive producer may be concerned with management accounting or associated with legal issues."
5887,profession,Film_director,film_and_television_occupations,A film director controls a film's artistic ,A film director controls a film's artistic and dramatic aspects and visualizes the screenplay while guiding the technical crew and actors in the fulfilment of that vision.
5888,profession,Film_director,film_and_television_occupations,A film director controls a film's artistic ,"Some film directors started as screenwriters, cinematographers, producers, film editors or actors."
5889,profession,Film_director,film_and_television_occupations,"Some film directors started as screenwriters, cinematographers, ",A film director controls a film's artistic and dramatic aspects and visualizes the screenplay while guiding the technical crew and actors in the fulfilment of that vision.
5890,profession,Film_director,film_and_television_occupations,"Some film directors started as screenwriters, cinematographers, ","Some film directors started as screenwriters, cinematographers, producers, film editors or actors."
5891,profession,Technical_crew,film_and_television_occupations,"The technical crew, often abbreviated to the ","The technical crew, often abbreviated to the ""tech crew"" or simply the ""crew"", are the people employed behind the scenes to control all the technical aspects of creating a concert, play, musical, opera or other live performance."
5892,profession,Technical_crew,film_and_television_occupations,"The technical crew, often abbreviated to the ","The technical crew can consist of only a few individuals, or be divided up into a multitude of positions depending on the scale and needs of a particular production."
5893,profession,Technical_crew,film_and_television_occupations,The technical crew can consist of only ,"The technical crew, often abbreviated to the ""tech crew"" or simply the ""crew"", are the people employed behind the scenes to control all the technical aspects of creating a concert, play, musical, opera or other live performance."
5894,profession,Technical_crew,film_and_television_occupations,The technical crew can consist of only ,"The technical crew can consist of only a few individuals, or be divided up into a multitude of positions depending on the scale and needs of a particular production."
5895,profession,Film_producer,film_and_television_occupations,A film producer is a person who ,A film producer is a person who oversees film production.
5896,profession,Screenwriter,film_and_television_occupations,Screenwriters are not hired employees but ,Screenwriters are not hired employees but contracted freelancers.
5897,profession,Screenwriter,film_and_television_occupations,Screenwriters are not hired employees but ,"Most, if not all, screenwriters start their careers writing on speculation and so write without being hired or paid for it."
5898,profession,Screenwriter,film_and_television_occupations,"Most, if not all, screenwriters start ",Screenwriters are not hired employees but contracted freelancers.
5899,profession,Screenwriter,film_and_television_occupations,"Most, if not all, screenwriters start ","Most, if not all, screenwriters start their careers writing on speculation and so write without being hired or paid for it."
5900,profession,Stunt,film_and_television_occupations,A stunt is an unusual and ,"A stunt is an unusual and difficult physical feat or an act requiring a special skill, performed for artistic purposes usually on television, theaters, or cinema."
5901,profession,Stunt,film_and_television_occupations,A stunt is an unusual and ,Stunts are a feature of many action films.
5902,profession,Stunt,film_and_television_occupations,Stunts are a feature of many ,"A stunt is an unusual and difficult physical feat or an act requiring a special skill, performed for artistic purposes usually on television, theaters, or cinema."
5903,profession,Stunt,film_and_television_occupations,Stunts are a feature of many ,Stunts are a feature of many action films.
5904,profession,Stunt_performer,film_and_television_occupations,"A stunt performer, often referred to as ","A stunt performer, often referred to as a stuntman or stuntwoman, is a trained professional who performs daring acts, often as a career."
5905,profession,Stunt_performer,film_and_television_occupations,"A stunt performer, often referred to as ","Stunt performers usually appear in films or on television, as opposed to a daredevil, who performs for a live audience."
5906,profession,Stunt_performer,film_and_television_occupations,Stunt performers usually appear in films or ,"A stunt performer, often referred to as a stuntman or stuntwoman, is a trained professional who performs daring acts, often as a career."
5907,profession,Stunt_performer,film_and_television_occupations,Stunt performers usually appear in films or ,"Stunt performers usually appear in films or on television, as opposed to a daredevil, who performs for a live audience."
5908,profession,Actor,film_and_television_occupations,An actor is a person who ,An actor is a person who portrays a character in a performance.
5909,profession,Actor,film_and_television_occupations,An actor is a person who ,"The actor performs ""in the flesh"" in the traditional medium of the theatre or in modern media such as film, radio, and television."
5910,profession,Actor,film_and_television_occupations,"The actor performs ""in the flesh"" ",An actor is a person who portrays a character in a performance.
5911,profession,Actor,film_and_television_occupations,"The actor performs ""in the flesh"" ","The actor performs ""in the flesh"" in the traditional medium of the theatre or in modern media such as film, radio, and television."
5912,profession,Costume_designer,film_and_television_occupations,A costume designer is a person who ,"A costume designer is a person who designs costumes for a film, stage production or television show."
5913,profession,Costume_designer,film_and_television_occupations,A costume designer is a person who ,"The role of the costume designer is to create the characters' outfits/costumes and balance the scenes with texture and colour, etc."
5914,profession,Costume_designer,film_and_television_occupations,The role of the costume designer is ,"A costume designer is a person who designs costumes for a film, stage production or television show."
5915,profession,Costume_designer,film_and_television_occupations,The role of the costume designer is ,"The role of the costume designer is to create the characters' outfits/costumes and balance the scenes with texture and colour, etc."
5916,profession,Lighting_technician,film_and_television_occupations,"Electrical lighting technicians or simply lighting tech., ","Electrical lighting technicians or simply lighting tech., are involved with rigging stage and location sets and controlling artificial, electric lights for art and entertainment venues or in video, television, or film production.In a theater production, lighting technicians work under the lighting designer and master electrician."
5917,profession,Lighting_technician,film_and_television_occupations,"Electrical lighting technicians or simply lighting tech., ","In live music, lighting technicians work under the lighting director."
5918,profession,Lighting_technician,film_and_television_occupations,"In live music, lighting technicians work under ","Electrical lighting technicians or simply lighting tech., are involved with rigging stage and location sets and controlling artificial, electric lights for art and entertainment venues or in video, television, or film production.In a theater production, lighting technicians work under the lighting designer and master electrician."
5919,profession,Lighting_technician,film_and_television_occupations,"In live music, lighting technicians work under ","In live music, lighting technicians work under the lighting director."
5920,profession,News_presenter,film_and_television_occupations,A news presenter – also known as ,"A news presenter – also known as a newsreader, newscaster, anchorman or anchorwoman, news anchor or simply an anchor – is a person who presents news during a news program on the television, on the radio or on the Internet."
5921,profession,News_presenter,film_and_television_occupations,A news presenter – also known as ,"News presenters most often work from a television studio or radio studio, but may also present the news from remote locations in the field related to a particular major news event."
5922,profession,News_presenter,film_and_television_occupations,News presenters most often work from a ,"A news presenter – also known as a newsreader, newscaster, anchorman or anchorwoman, news anchor or simply an anchor – is a person who presents news during a news program on the television, on the radio or on the Internet."
5923,profession,News_presenter,film_and_television_occupations,News presenters most often work from a ,"News presenters most often work from a television studio or radio studio, but may also present the news from remote locations in the field related to a particular major news event."
5924,profession,Television_presenter,film_and_television_occupations,A television presenter is a person who ,A television presenter is a person who introduces or hosts television programs.
5925,profession,News_program,film_and_television_occupations,"A news program, news programme, news show, ","A news program, news programme, news show, or newscast is a regularly scheduled radio or television program that reports current events."
5926,profession,News_program,film_and_television_occupations,"A news program, news programme, news show, ","A news program can include live or recorded interviews by field reporters, expert opinions, opinion poll results, and occasional editorial content."
5927,profession,News_program,film_and_television_occupations,A news program can include live or ,"A news program, news programme, news show, or newscast is a regularly scheduled radio or television program that reports current events."
5928,profession,News_program,film_and_television_occupations,A news program can include live or ,"A news program can include live or recorded interviews by field reporters, expert opinions, opinion poll results, and occasional editorial content."
5929,profession,Remote_broadcast,film_and_television_occupations,"In broadcast engineering, a remote broadcast is ","In broadcast engineering, a remote broadcast is broadcasting done from a location away from a formal television studio and is considered an electronic field production."
5930,profession,Weather_forecaster,film_and_television_occupations,"Weather Bureau, as did WBZ weather forecaster ","Weather Bureau, as did WBZ weather forecaster G. Harold Noyes in 1931."
